lake,month,value
ME,11,"Bar21, 498.01445947700665"
ME,11,"Bar22, 499.96532147708655"
ME,11,"Bar23, 500.81882360212154"
ME,11,"Bar24, 501.42846797714645"
ME,11,"Bar25, 504.23283210226134"
ME,11,"Bar26, 511.67049347756597"
ME,11,"Bar27, 513.2555688526309"
ME,11,"Bar28, 518.3765816028407"
ME,11,"Bar29, 523.2537366030405"
ME,12,"Bar0, 474.72604435105274"
ME,12,"Bar1, 480.4567014762875"
ME,12,"Bar2, 481.18827472631745"
ME,12,"Bar3, 481.67599022633743"
ME,12,"Bar4, 484.96806985147225"
ME,12,"Bar5, 484.60228322645725"
ME,12,"Bar6, 485.9435008515122"
ME,12,"Bar7, 486.0654297265172"
ME,12,"Bar8, 487.65050510158216"
ME,12,"Bar9, 488.9917227266371"
ME,12,"Bar10, 488.1382206016021"
ME,12,"Bar11, 488.26014947660707"
ME,12,"Bar12, 489.11365160164206"
ME,12,"Bar13, 489.967153726677"
ME,12,"Bar14, 489.967153726677"
ME,12,"Bar15, 490.698726976707"
ME,12,"Bar16, 491.43030022673696"
ME,12,"Bar17, 492.1618734767669"
ME,12,"Bar18, 492.52766010178186"
ME,12,"Bar19, 492.6495889767869"
ME,12,"Bar20, 493.7469488518318"
ME,12,"Bar21, 495.69781085191175"
ME,12,"Bar22, 496.7951707269567"
ME,12,"Bar23, 496.7951707269567"
MO,1,"Bar0, 494.36141304347825"
MO,1,"Bar1, 494.5652173913043"
MO,1,"Bar2, 495.58423913043475"
MO,2,"Bar0, 480.9103260869565"
MO,2,"Bar1, 490.89673913043475"
MO,3,"Bar0, 482.7445652173913"
MO,3,"Bar1, 489.0625"
MO,3,"Bar2, 489.67391304347825"
MO,3,"Bar3, 493.5461956521739"
MO,3,"Bar4, 495.7880434782609"
MO,3,"Bar5, 497.0108695652174"
MO,3,"Bar6, 497.82608695652175"
MO,3,"Bar7, 498.0298913043478"
MO,3,"Bar8, 501.0869565217391"
MO,3,"Bar9, 503.73641304347825"
MO,3,"Bar10, 504.5516304347826"
MO,3,"Bar11, 510.25815217391306"
MO,3,"Bar12, 513.9266304347826"
MO,3,"Bar13, 520.8559782608695"
MO,3,"Bar14, 541.8478260869565"
MO,3,"Bar15, 551.6304347826087"
MO,4,"Bar0, 483.15217391304344"
MO,4,"Bar1, 489.8777173913043"
MO,4,"Bar2, 492.3233695652174"
MO,4,"Bar3, 492.1195652173913"
MO,4,"Bar4, 493.13858695652175"
MO,4,"Bar5, 493.13858695652175"
MO,4,"Bar6, 493.75"
MO,4,"Bar7, 495.17663043478257"
MO,4,"Bar8, 495.99184782608694"
MO,4,"Bar9, 495.99184782608694"
MO,4,"Bar10, 497.21467391304344"
MO,4,"Bar11, 497.41847826086956"
MO,4,"Bar12, 497.82608695652175"
MO,4,"Bar13, 499.04891304347825"
MO,4,"Bar14, 499.2527173913043"
MO,4,"Bar15, 498.64130434782606"
MO,4,"Bar16, 500.4755434782609"
MO,4,"Bar17, 500.4755434782609"
MO,4,"Bar18, 500.4755434782609"
MO,4,"Bar19, 501.0869565217391"
MO,4,"Bar20, 501.0869565217391"
MO,4,"Bar21, 501.6983695652174"
MO,4,"Bar22, 503.73641304347825"
MO,4,"Bar23, 503.73641304347825"
MO,4,"Bar24, 504.5516304347826"
MO,4,"Bar25, 506.9972826086956"
MO,4,"Bar26, 508.01630434782606"
MO,4,"Bar27, 509.2391304347826"
MO,4,"Bar28, 510.6657608695652"
MO,4,"Bar29, 517.1875"
MO,4,"Bar30, 522.2826086956521"
MO,4,"Bar31, 524.9320652173913"
MO,4,"Bar32, 525.5434782608695"
MO,4,"Bar33, 542.866847826087"
MO,4,"Bar34, 550.2038043478261"
MO,4,"Bar35, 554.8913043478261"
MO,5,"Bar0, 482.3369565217391"
MO,5,"Bar1, 492.1195652173913"
MO,5,"Bar2, 492.52717391304344"
MO,5,"Bar3, 493.75"
MO,5,"Bar4, 494.5652173913043"
MO,5,"Bar5, 495.58423913043475"
MO,5,"Bar6, 496.6032608695652"
MO,5,"Bar7, 497.21467391304344"
MO,5,"Bar8, 498.64130434782606"
MO,5,"Bar9, 497.0108695652174"
MO,5,"Bar10, 498.0298913043478"
MO,5,"Bar11, 500.0679347826087"
MO,5,"Bar12, 500.0679347826087"
MO,5,"Bar13, 500.67934782608694"
MO,5,"Bar14, 500.67934782608694"
MO,5,"Bar15, 501.90217391304344"
MO,5,"Bar16, 502.51358695652175"
MO,5,"Bar17, 503.9402173913043"
MO,5,"Bar18, 505.1630434782609"
MO,5,"Bar19, 505.9782608695652"
MO,5,"Bar20, 507.20108695652175"
MO,5,"Bar21, 508.83152173913044"
MO,5,"Bar22, 509.8505434782609"
MO,5,"Bar23, 512.2961956521739"
MO,5,"Bar24, 514.945652173913"
MO,5,"Bar25, 514.3342391304348"
MO,5,"Bar26, 515.3532608695652"
MO,5,"Bar27, 516.1684782608695"
MO,5,"Bar28, 526.5625"
MO,5,"Bar29, 528.3967391304348"
MO,5,"Bar30, 540.8288043478261"
MO,5,"Bar31, 542.866847826087"
MO,5,"Bar32, 549.3885869565217"
MO,5,"Bar33, 556.5217391304348"
MO,7,"Bar0, 509.64673913043475"
MO,7,"Bar1, 511.0733695652174"
MO,7,"Bar2, 512.5"
MO,7,"Bar3, 513.3152173913044"
MO,7,"Bar4, 520.6521739130435"
MO,7,"Bar5, 520.6521739130435"
MO,7,"Bar6, 528.6005434782609"
MO,7,"Bar7, 529.2119565217391"
MO,7,"Bar8, 529.8233695652174"
MO,7,"Bar9, 530.8423913043478"
MO,7,"Bar10, 531.0461956521739"
MO,7,"Bar11, 532.0652173913044"
MO,7,"Bar12, 533.0842391304348"
MO,7,"Bar13, 533.695652173913"
MO,7,"Bar14, 532.0652173913044"
MO,7,"Bar15, 532.6766304347826"
MO,7,"Bar16, 532.4728260869565"
MO,7,"Bar17, 533.695652173913"
MO,7,"Bar18, 534.7146739130435"
MO,7,"Bar19, 536.5489130434783"
MO,7,"Bar20, 536.9565217391304"
MO,7,"Bar21, 537.5679347826087"
MO,7,"Bar22, 538.5869565217391"
MO,7,"Bar23, 538.5869565217391"
MO,7,"Bar24, 540.2173913043478"
MO,7,"Bar25, 540.2173913043478"
MO,7,"Bar26, 539.8097826086956"
MO,7,"Bar27, 541.0326086956521"
MO,7,"Bar28, 541.8478260869565"
MO,7,"Bar29, 541.6440217391304"
MO,7,"Bar30, 543.2744565217391"
MO,7,"Bar31, 543.2744565217391"
MO,7,"Bar32, 544.9048913043478"
MO,7,"Bar33, 545.9239130434783"
MO,7,"Bar34, 545.9239130434783"
MO,7,"Bar35, 545.3125"
MO,7,"Bar36, 546.7391304347826"
MO,7,"Bar37, 546.7391304347826"
MO,7,"Bar38, 547.554347826087"
MO,7,"Bar39, 548.7771739130435"
MO,7,"Bar40, 550"
MO,7,"Bar41, 551.0190217391304"
MO,8,"Bar0, 505.570652173913"
MO,8,"Bar1, 510.05434782608694"
MO,8,"Bar2, 510.25815217391306"
MO,8,"Bar3, 511.48097826086956"
MO,8,"Bar4, 512.2961956521739"
MO,8,"Bar5, 512.9076086956521"
MO,8,"Bar6, 512.0923913043479"
MO,8,"Bar7, 514.1304347826087"
MO,8,"Bar8, 514.741847826087"
MO,8,"Bar9, 519.0217391304348"
MO,8,"Bar10, 519.429347826087"
MO,8,"Bar11, 520.6521739130435"
MO,8,"Bar12, 521.4673913043478"
MO,8,"Bar13, 522.4864130434783"
MO,8,"Bar14, 522.2826086956521"
MO,8,"Bar15, 524.116847826087"
MO,8,"Bar16, 524.9320652173913"
MO,8,"Bar17, 525.5434782608695"
MO,8,"Bar18, 527.5815217391304"
MO,8,"Bar19, 528.804347826087"
MO,8,"Bar20, 532.0652173913044"
MO,8,"Bar21, 534.7146739130435"
MO,8,"Bar22, 534.7146739130435"
MO,8,"Bar23, 535.7336956521739"
MO,8,"Bar24, 535.5298913043479"
MO,8,"Bar25, 536.5489130434783"
MO,8,"Bar26, 537.1603260869565"
MO,8,"Bar27, 536.9565217391304"
MO,8,"Bar28, 537.5679347826087"
MO,8,"Bar29, 539.1983695652174"
MO,8,"Bar30, 539.1983695652174"
MO,8,"Bar31, 538.7907608695652"
MO,8,"Bar32, 540.0135869565217"
MO,8,"Bar33, 542.0516304347826"
MO,8,"Bar34, 542.2554347826087"
MO,8,"Bar35, 545.1086956521739"
MO,8,"Bar36, 546.3315217391304"
MO,8,"Bar37, 548.3695652173913"
WI,1,"Bar0, 513.5158013544018"
WI,2,"Bar0, 506.40519187358916"
WI,2,"Bar1, 523.9841986455982"
WI,3,"Bar2, 487.83860045146724"
WI,3,"Bar3, 492.77652370203157"
WI,3,"Bar4, 502.4548532731377"
WI,3,"Bar5, 508.57787810383746"
WI,3,"Bar6, 511.9356659142212"
WI,3,"Bar7, 516.0835214446953"
WI,3,"Bar8, 521.6139954853273"
WI,3,"Bar9, 528.1320541760722"
WI,3,"Bar10, 537.8103837471783"
WI,3,"Bar11, 538.2054176072235"
WI,3,"Bar12, 546.1060948081264"
WI,3,"Bar13, 545.7110609480812"
WI,3,"Bar14, 545.7110609480812"
WI,3,"Bar15, 547.0936794582393"
WI,3,"Bar16, 547.0936794582393"
WI,3,"Bar17, 548.4762979683973"
WI,3,"Bar18, 551.2415349887133"
WI,3,"Bar19, 556.3769751693002"
WI,4,"Bar0, 492.9740406320542"
WI,4,"Bar1, 510.15801354401805"
WI,4,"Bar2, 516.0835214446953"
WI,4,"Bar3, 520.6264108352144"
WI,4,"Bar4, 524.3792325056434"
WI,4,"Bar5, 528.72460496614"
WI,4,"Bar6, 529.1196388261851"
WI,4,"Bar7, 536.6252821670429"
WI,4,"Bar8, 537.6128668171557"
WI,4,"Bar9, 538.2054176072235"
WI,4,"Bar10, 538.2054176072235"
WI,4,"Bar11, 540.1805869074492"
WI,4,"Bar12, 540.1805869074492"
WI,4,"Bar13, 542.9458239277652"
WI,4,"Bar14, 543.1433408577878"
WI,4,"Bar15, 543.7358916478555"
WI,4,"Bar16, 546.8961625282167"
WI,4,"Bar17, 547.0936794582393"
WI,4,"Bar18, 547.2911963882618"
WI,4,"Bar19, 546.1060948081264"
WI,4,"Bar20, 549.2663656884876"
WI,4,"Bar21, 550.8465011286681"
WI,4,"Bar22, 550.6489841986456"
WI,4,"Bar23, 552.2291196388262"
WI,4,"Bar24, 552.8216704288939"
WI,4,"Bar25, 553.0191873589165"
WI,4,"Bar26, 553.6117381489842"
WI,4,"Bar27, 555.1918735891647"
WI,4,"Bar28, 554.9943566591422"
WI,4,"Bar29, 556.969525959368"
WI,4,"Bar30, 556.7720090293453"
WI,4,"Bar31, 560.5248306997743"
WI,5,"Bar0, 522.9966139954853"
WI,5,"Bar1, 525.3668171557562"
WI,5,"Bar2, 528.1320541760722"
WI,5,"Bar3, 528.1320541760722"
WI,5,"Bar4, 535.2426636568848"
WI,5,"Bar5, 535.0451467268623"
WI,5,"Bar6, 536.4277652370203"
WI,5,"Bar7, 536.4277652370203"
WI,5,"Bar8, 536.6252821670429"
WI,5,"Bar9, 538.9954853273138"
WI,5,"Bar10, 538.9954853273138"
WI,5,"Bar11, 539.5880361173815"
WI,5,"Bar12, 540.1805869074492"
WI,5,"Bar13, 541.3656884875846"
WI,5,"Bar14, 541.3656884875846"
WI,5,"Bar15, 542.3532731376976"
WI,5,"Bar16, 542.7483069977427"
WI,5,"Bar17, 541.7607223476298"
WI,5,"Bar18, 544.920993227991"
WI,5,"Bar19, 544.920993227991"
WI,5,"Bar20, 545.9085778781039"
WI,5,"Bar21, 546.5011286681715"
WI,5,"Bar22, 547.0936794582393"
WI,5,"Bar23, 547.8837471783296"
WI,5,"Bar24, 549.2663656884876"
WI,5,"Bar25, 549.8589164785553"
WI,5,"Bar26, 551.2415349887133"
WI,5,"Bar27, 551.8340857787811"
WI,5,"Bar28, 552.2291196388262"
WI,5,"Bar29, 554.0067720090293"
WI,5,"Bar30, 554.0067720090293"
WI,5,"Bar31, 555.981941309255"
WI,5,"Bar32, 556.7720090293453"
WI,5,"Bar33, 557.3645598194131"
WI,5,"Bar34, 559.1422121896162"
WI,6,"Bar0, 503.63995485327314"
WI,6,"Bar1, 509.1704288939052"
WI,6,"Bar2, 520.2313769751693"
WI,6,"Bar3, 524.7742663656885"
WI,6,"Bar4, 526.9469525959368"
WI,6,"Bar5, 529.1196388261851"
WI,6,"Bar6, 531.2923250564334"
WI,6,"Bar7, 530.8972911963882"
WI,6,"Bar8, 535.63769751693"
WI,6,"Bar9, 536.0327313769751"
WI,6,"Bar10, 541.7607223476298"
WI,6,"Bar11, 542.3532731376976"
WI,6,"Bar12, 546.5011286681715"
WI,6,"Bar13, 546.5011286681715"
WI,6,"Bar14, 547.8837471783296"
WI,6,"Bar15, 548.2787810383747"
WI,6,"Bar16, 548.2787810383747"
WI,6,"Bar17, 548.2787810383747"
WI,6,"Bar18, 549.4638826185102"
WI,6,"Bar19, 550.8465011286681"
WI,6,"Bar20, 551.2415349887133"
WI,6,"Bar21, 552.8216704288939"
WI,6,"Bar22, 552.6241534988714"
WI,6,"Bar23, 554.0067720090293"
WI,6,"Bar24, 554.2042889390519"
WI,6,"Bar25, 555.5869074492099"
WI,6,"Bar26, 554.7968397291196"
WI,6,"Bar27, 555.7844243792325"
WI,6,"Bar28, 555.5869074492099"
WI,6,"Bar29, 555.981941309255"
WI,6,"Bar30, 556.7720090293453"
WI,6,"Bar31, 557.9571106094808"
WI,6,"Bar32, 557.9571106094808"
WI,6,"Bar33, 556.969525959368"
WI,6,"Bar34, 556.969525959368"
WI,6,"Bar35, 556.969525959368"
WI,6,"Bar36, 560.1297968397291"
WI,6,"Bar37, 561.7099322799097"
WI,7,"Bar0, 503.44243792325057"
WI,7,"Bar1, 512.9232505643341"
WI,7,"Bar2, 512.3306997742663"
WI,7,"Bar3, 520.823927765237"
WI,7,"Bar4, 524.1817155756207"
WI,7,"Bar5, 525.7618510158013"
WI,7,"Bar6, 529.3171557562076"
WI,7,"Bar7, 530.6997742663657"
WI,7,"Bar8, 532.2799097065463"
WI,7,"Bar9, 536.4277652370203"
WI,7,"Bar10, 536.2302483069977"
WI,7,"Bar11, 537.020316027088"
WI,7,"Bar12, 538.7979683972911"
WI,7,"Bar13, 541.7607223476298"
WI,7,"Bar14, 542.9458239277652"
WI,7,"Bar15, 542.5507900677201"
WI,7,"Bar16, 542.5507900677201"
WI,7,"Bar17, 544.920993227991"
WI,7,"Bar18, 545.5135440180587"
WI,7,"Bar19, 547.0936794582393"
WI,7,"Bar20, 547.0936794582393"
WI,7,"Bar21, 548.8713318284424"
WI,7,"Bar22, 548.2787810383747"
WI,7,"Bar23, 548.6738148984199"
WI,7,"Bar24, 549.6613995485327"
WI,7,"Bar25, 549.6613995485327"
WI,7,"Bar26, 550.451467268623"
WI,7,"Bar27, 551.6365688487584"
WI,7,"Bar28, 551.2415349887133"
WI,7,"Bar29, 550.8465011286681"
WI,7,"Bar30, 552.2291196388262"
WI,7,"Bar31, 551.6365688487584"
WI,7,"Bar32, 552.6241534988714"
WI,7,"Bar33, 552.8216704288939"
WI,7,"Bar34, 552.8216704288939"
WI,7,"Bar35, 553.4142212189616"
WI,7,"Bar36, 554.0067720090293"
WI,7,"Bar37, 553.4142212189616"
WI,7,"Bar38, 554.9943566591422"
WI,7,"Bar39, 555.5869074492099"
WI,7,"Bar40, 555.5869074492099"
WI,7,"Bar41, 555.981941309255"
WI,7,"Bar42, 556.969525959368"
WI,7,"Bar43, 557.5620767494356"
WI,7,"Bar44, 557.7595936794582"
WI,7,"Bar45, 558.747178329571"
WI,7,"Bar46, 559.734762979684"
WI,8,"Bar0, 510.3555304740406"
WI,8,"Bar1, 510.15801354401805"
WI,8,"Bar2, 511.9356659142212"
WI,8,"Bar3, 512.528216704289"
WI,8,"Bar4, 517.6636568848759"
WI,8,"Bar5, 530.1072234762979"
WI,8,"Bar6, 530.6997742663657"
WI,8,"Bar7, 535.63769751693"
WI,8,"Bar8, 535.63769751693"
WI,8,"Bar9, 539.3905191873589"
WI,8,"Bar10, 540.7731376975169"
WI,8,"Bar11, 543.9334085778781"
WI,8,"Bar12, 544.1309255079007"
WI,8,"Bar13, 545.1185101580136"
WI,8,"Bar14, 545.1185101580136"
WI,8,"Bar15, 544.920993227991"
WI,8,"Bar16, 545.5135440180587"
WI,8,"Bar17, 546.6986455981942"
WI,8,"Bar18, 547.0936794582393"
WI,8,"Bar19, 548.6738148984199"
WI,8,"Bar20, 548.6738148984199"
WI,8,"Bar21, 551.2415349887133"
WI,8,"Bar22, 552.2291196388262"
WI,8,"Bar23, 552.0316027088036"
WI,8,"Bar24, 552.8216704288939"
WI,8,"Bar25, 552.6241534988714"
WI,8,"Bar26, 554.2042889390519"
WI,8,"Bar27, 555.5869074492099"
WI,8,"Bar28, 555.1918735891647"
WI,8,"Bar29, 554.7968397291196"
WI,8,"Bar30, 555.1918735891647"
WI,8,"Bar31, 555.7844243792325"
WI,8,"Bar32, 557.9571106094808"
WI,9,"Bar0, 493.96162528216706"
WI,9,"Bar1, 503.63995485327314"
WI,9,"Bar2, 508.1828442437923"
WI,9,"Bar3, 509.1704288939052"
WI,9,"Bar4, 512.3306997742663"
WI,9,"Bar5, 515.8860045146727"
WI,9,"Bar6, 523.9841986455982"
WI,9,"Bar7, 527.737020316027"
WI,9,"Bar8, 534.255079006772"
WI,9,"Bar9, 534.4525959367945"
WI,9,"Bar10, 534.8476297968398"
WI,9,"Bar11, 535.4401805869074"
WI,9,"Bar12, 536.0327313769751"
WI,9,"Bar13, 536.0327313769751"
WI,9,"Bar14, 537.6128668171557"
WI,9,"Bar15, 544.1309255079007"
WI,9,"Bar16, 545.3160270880361"
WI,9,"Bar17, 547.0936794582393"
WI,9,"Bar18, 547.2911963882618"
WI,9,"Bar19, 547.686230248307"
WI,9,"Bar20, 548.6738148984199"
WI,9,"Bar21, 549.2663656884876"
WI,9,"Bar22, 549.2663656884876"
WI,9,"Bar23, 549.4638826185102"
WI,9,"Bar24, 550.0564334085778"
WI,9,"Bar25, 550.451467268623"
WI,9,"Bar26, 551.2415349887133"
WI,9,"Bar27, 551.4390519187359"
WI,9,"Bar28, 551.8340857787811"
WI,9,"Bar29, 551.8340857787811"
WI,9,"Bar30, 551.8340857787811"
WI,9,"Bar31, 551.6365688487584"
WI,9,"Bar32, 552.8216704288939"
WI,9,"Bar33, 552.8216704288939"
WI,9,"Bar34, 554.0067720090293"
WI,9,"Bar35, 554.0067720090293"
WI,9,"Bar36, 554.0067720090293"
WI,9,"Bar37, 554.4018058690745"
WI,9,"Bar38, 554.9943566591422"
WI,9,"Bar39, 554.9943566591422"
WI,9,"Bar40, 555.981941309255"
WI,9,"Bar41, 555.5869074492099"
WI,9,"Bar42, 555.5869074492099"
WI,9,"Bar43, 556.969525959368"
WI,9,"Bar44, 556.5744920993228"
WI,9,"Bar45, 558.3521444695259"
WI,10,"Bar0, 497.12189616252823"
WI,10,"Bar1, 501.86230248307"
WI,10,"Bar2, 506.60270880361173"
WI,10,"Bar3, 507.5902934537246"
WI,10,"Bar4, 509.1704288939052"
WI,10,"Bar5, 512.1331828442438"
WI,10,"Bar6, 514.3058690744921"
WI,10,"Bar7, 517.6636568848759"
WI,10,"Bar8, 517.6636568848759"
WI,10,"Bar9, 527.9345372460497"
WI,10,"Bar10, 535.0451467268623"
WI,10,"Bar11, 541.3656884875846"
WI,10,"Bar12, 542.1557562076749"
WI,10,"Bar13, 542.5507900677201"
WI,10,"Bar14, 542.3532731376976"
WI,10,"Bar15, 544.1309255079007"
WI,10,"Bar16, 544.1309255079007"
WI,10,"Bar17, 545.7110609480812"
WI,10,"Bar18, 545.7110609480812"
WI,10,"Bar19, 546.6986455981942"
WI,10,"Bar20, 547.8837471783296"
WI,10,"Bar21, 549.8589164785553"
WI,10,"Bar22, 550.6489841986456"
WI,10,"Bar23, 550.8465011286681"
WI,10,"Bar24, 550.2539503386005"
WI,10,"Bar25, 551.8340857787811"
WI,10,"Bar26, 551.6365688487584"
WI,10,"Bar27, 551.4390519187359"
WI,10,"Bar28, 552.4266365688487"
WI,10,"Bar29, 553.4142212189616"
WI,10,"Bar30, 554.4018058690745"
WI,10,"Bar31, 555.7844243792325"
WI,10,"Bar32, 555.5869074492099"
WI,10,"Bar33, 560.3273137697518"
WI,11,"Bar0, 481.91309255079005"
WI,11,"Bar1, 485.66591422121894"
WI,11,"Bar2, 488.43115124153496"
WI,11,"Bar3, 489.6162528216704"
WI,11,"Bar4, 490.01128668171555"
WI,11,"Bar5, 497.12189616252823"
WI,11,"Bar6, 501.46726862302484"
WI,11,"Bar7, 503.0474040632054"
WI,11,"Bar8, 513.9108352144469"
WI,11,"Bar9, 519.6388261851016"
WI,11,"Bar10, 528.1320541760722"
WI,11,"Bar11, 540.1805869074492"
WI,11,"Bar12, 542.1557562076749"
WI,11,"Bar13, 543.1433408577878"
WI,11,"Bar14, 547.8837471783296"
WI,11,"Bar15, 550.2539503386005"
WI,11,"Bar16, 555.981941309255"
WI,11,"Bar17, 561.5124153498871"
WI,11,"Bar18, 562.8950338600451"
WI,11,"Bar19, 561.7099322799097"
WI,11,"Bar20, 562.3024830699774"
WI,12,"Bar0, 481.7155756207675"
WI,12,"Bar1, 490.80135440180584"
WI,12,"Bar2, 491.59142212189613"
WI,12,"Bar3, 500.8747178329571"
WI,12,"Bar4, 501.6647855530474"
WI,12,"Bar5, 510.15801354401805"
WI,12,"Bar6, 510.5530474040632"
